SquareFeet;Bedrooms;Bathrooms;Parking garage;Neighborhood;YearBuilt;Price
1986;3;3;2;Suburb;1976;1,31758E+16
2671;2;2;2;Suburb;2008;2,65879E+15
2766;5;3;1;Urban;1990;3,13677E+15
1007;4;2;1;Rural;1959;2,0215E+15
2467;3;1;3;Suburb;2004;2,14151E+15
1327;2;2;1;Urban;2013;1,39183E+15
2910;2;1;2;Suburb;1998;2,77953E+14
1289;2;1;1;Suburb;1986;1,12822E+16
2786;5;2;1;Suburb;2018;2,82563E+16
1510;2;1;2;Urban;2007;6,65629E+15
1911;4;2;2;Suburb;1986;2,20445E+15
1360;5;2;3;Urban;1981;1,35182E+16
2932;2;3;1;Suburb;1977;3,30428E+15
2622;4;1;3;Suburb;1983;3,42761E+15
1715;2;2;1;Rural;2011;1,59877E+16
1218;4;2;2;Rural;2017;1,2654E+16
1405;4;1;2;Urban;1968;1,73816E+16
1752;2;1;1;Rural;1997;1,71954E+15
1922;4;1;1;Urban;1999;2,51572E+16
1831;3;1;1;Suburb;1999;2,55657E+16
2793;2;2;3;Suburb;1971;3,87533E+15
2644;3;1;3;Rural;1972;2,49987E+16
2791;4;2;1;Rural;2009;2,65819E+15
1793;5;1;1;Urban;2010;2,53663E+15
2243;5;3;3;Urban;2016;2,50831E+16
1594;4;1;3;Rural;1954;1,76745E+16
1106;3;1;1;Rural;1979;1,20656E+16
1580;2;2;3;Rural;1958;2,38448E+16
1608;5;2;1;Urban;2014;2,10158E+16
2747;3;3;2;Suburb;1960;2,30671E+16
2309;5;3;3;Rural;2012;2,14601E+16
2772;5;1;3;Suburb;1964;3,63273E+14
1007;4;2;3;Suburb;2007;2,71104E+16
1805;2;1;3;Rural;1983;2,50513E+15
1188;3;2;3;Suburb;1976;9,02826E+15
1080;3;2;1;Suburb;1984;1,38678E+16
1107;2;2;1;Urban;1969;1,77026E+16
2344;3;2;2;Rural;1957;2,0794E+15
2602;5;3;3;Urban;1995;2,22613E+16
1685;2;2;1;Suburb;1989;2,34052E+16
1345;5;3;2;Suburb;1957;1,6678E+16
2886;5;3;3;Suburb;2005;3,46742E+16
1327;5;1;2;Rural;1971;2,00829E+16
1554;2;1;1;Suburb;1989;1,64059E+16
2722;3;3;1;Urban;1956;2,5537E+16
1301;5;3;3;Rural;2001;1,90146E+15
1199;2;3;1;Urban;1963;1,73485E+15
1892;2;2;3;Rural;2002;1,7147E+16
2442;4;2;1;Rural;1967;3,14774E+15
2062;4;3;3;Urban;1964;2,82734E+15
2755;4;3;3;Rural;1976;2,97216E+15
1306;3;3;2;Urban;2000;1,62005E+16
2027;3;1;3;Urban;2014;2,22306E+16
2656;3;1;3;Suburb;2008;3,58828E+16
2871;3;2;2;Suburb;2007;2,64596E+15
2100;5;2;3;Suburb;1971;2,14784E+16
1467;2;1;1;Urban;1975;1,78305E+16
1178;2;2;1;Rural;2010;1,73355E+16
1644;4;2;2;Suburb;1994;1,50173E+16
2846;2;3;3;Rural;2010;3,01826E+15
2764;3;3;3;Rural;1994;3,64431E+16
1275;2;1;1;Urban;1975;1,12994E+15
2175;5;3;3;Rural;1965;2,46849E+16
2187;5;2;2;Urban;1960;2,77756E+16
2313;4;3;3;Urban;1997;2,4716E+16
2401;3;2;3;Urban;1961;3,07495E+16
1620;2;1;2;Urban;2005;2,0655E+16
1637;4;3;2;Urban;2004;2,06857E+15
2775;2;1;3;Urban;1960;2,54377E+16
2333;4;3;3;Rural;1952;2,48139E+14
1929;4;3;2;Suburb;1997;1,58912E+15
2936;5;3;3;Suburb;1981;2,96521E+16
2412;5;1;1;Suburb;1966;2,44559E+16
2880;5;3;3;Rural;1991;2,30449E+15
2681;4;2;2;Rural;1961;3,46237E+15
2787;5;3;2;Urban;1984;2,89126E+15
1182;5;3;2;Suburb;1979;1,15024E+16
2844;3;2;1;Rural;1951;2,82428E+16
2329;2;1;3;Urban;1958;2,72632E+16
1071;2;1;2;Suburb;1990;5,09831E+14
2242;3;2;1;Urban;1984;2,6336E+15
1718;3;3;3;Suburb;1979;1,98788E+15
2196;5;2;2;Suburb;1977;2,84018E+16
2676;5;2;2;Suburb;1953;3,73196E+15
2295;2;3;2;Rural;1994;3,1082E+15
1725;3;2;3;Urban;1998;1,2934E+16
2491;3;1;1;Urban;2003;2,28822E+16
1268;5;1;3;Rural;2013;2,06705E+16
2043;2;1;2;Suburb;1968;2,27177E+16
1577;4;2;3;Suburb;1985;2,28995E+16
1994;3;3;1;Suburb;1968;2,17968E+14
1814;2;1;1;Urban;1971;1,03477E+16
2526;2;3;1;Urban;1986;2,54698E+15
1146;2;3;3;Urban;1995;1,79694E+16
2452;3;1;2;Suburb;1981;3,2266E+15
2188;4;2;3;Suburb;1996;2,61947E+15
1889;5;1;2;Suburb;1972;1,73322E+16
1309;4;2;2;Urban;2002;1,82329E+16
1517;2;3;1;Suburb;1979;2,14697E+15
1013;3;1;2;Suburb;1963;1,56194E+16
1131;3;1;2;Rural;1972;1,43095E+15
2877;4;2;1;Urban;2014;2,67099E+16
1754;4;2;3;Urban;1984;2,54153E+15
1438;3;3;3;Urban;1996;1,14653E+16
1742;4;1;3;Urban;1981;1,8422E+15
1739;5;1;1;Rural;1985;2,44644E+14
2697;5;1;2;Rural;1962;3,64022E+15
1794;5;2;1;Rural;2001;1,80297E+15
1262;2;2;1;Rural;1998;1,15073E+16
1642;4;1;3;Suburb;1978;1,68177E+16
2966;3;2;3;Suburb;1965;3,17845E+14
2248;2;3;1;Rural;1969;2,07785E+16
1257;3;1;3;Suburb;1989;1,15139E+15
2257;4;1;1;Urban;1989;1,97207E+16
2359;4;3;1;Suburb;1986;1,99644E+15
1408;2;1;1;Suburb;1976;1,40813E+16
2851;2;1;2;Suburb;1969;2,81712E+16
1974;5;1;1;Suburb;1956;2,16783E+16
2047;2;1;3;Rural;1956;1,8709E+16
1270;5;2;3;Suburb;1965;8,73297E+15
2118;2;3;2;Suburb;1976;1,94891E+16
1141;5;1;3;Urban;1952;1,0804E+16
2717;4;2;1;Rural;2019;2,23738E+16
2741;3;1;1;Urban;1970;3,17532E+16
1901;4;2;1;Suburb;2007;1,75911E+15
1973;5;2;3;Suburb;1982;2,19088E+16
2104;4;3;3;Urban;1979;2,02434E+16
1273;2;2;2;Urban;1969;1,14853E+16
1275;2;1;3;Suburb;1968;1,19001E+16
2906;3;3;1;Urban;2004;2,86728E+16
2981;3;3;3;Suburb;1951;3,08689E+16
1464;4;1;1;Suburb;2020;1,79211E+15
2231;3;1;2;Rural;1995;2,85438E+15
2319;2;3;3;Urban;2014;2,01883E+16
2062;2;2;3;Rural;1956;1,23552E+16
2971;2;3;2;Suburb;1982;3,60888E+16
1287;5;3;1;Rural;1958;1,64679E+16
2147;5;1;3;Rural;2011;2,55276E+16
1875;4;1;3;Suburb;1970;1,7781E+16
2992;5;1;1;Suburb;2005;4,23165E+16
2306;3;3;1;Rural;1979;2,63998E+16
1877;2;3;1;Rural;1968;1,87178E+16
1179;4;1;1;Urban;1984;8,03078E+15
2120;5;3;1;Rural;1978;3,09749E+16
2214;4;1;2;Urban;1983;1,79056E+16
2097;4;3;3;Rural;1978;3,42664E+16
1446;3;2;2;Urban;2019;2,12096E+16
1784;3;1;2;Rural;2007;1,67398E+16
2520;3;2;1;Suburb;2021;2,93957E+16
1560;4;1;2;Suburb;1965;1,29784E+16
1483;4;1;3;Rural;1955;2,22955E+16
1848;3;3;2;Rural;1989;1,66035E+16
1721;5;1;2;Rural;2002;1,3512E+16
1115;2;2;2;Suburb;1950;6,59386E+14
1534;3;2;1;Rural;2012;1,94668E+16
2121;5;3;2;Suburb;2005;2,51123E+16
2351;4;1;3;Rural;1955;2,63882E+16
2932;4;1;2;Rural;2003;2,84685E+16
1406;5;3;2;Rural;1984;1,60245E+15
2336;5;1;3;Suburb;1966;2,71662E+15
2725;4;1;1;Urban;1969;3,6364E+15
1693;4;2;2;Rural;2008;1,78551E+16
2171;4;2;1;Suburb;1968;2,62968E+15
2365;4;2;3;Rural;1962;3,39138E+16
1494;3;2;2;Suburb;1963;2,01519E+16
1947;4;1;3;Suburb;1979;1,92827E+16
1022;4;1;1;Urban;1955;1,25183E+16
2128;5;2;2;Rural;1992;2,62841E+16
2698;5;1;3;Rural;1953;2,15241E+16
2602;5;3;1;Suburb;1967;2,616E+15
2825;4;3;3;Rural;1967;3,22744E+16
2824;5;1;2;Urban;1955;4,05405E+15
1557;4;1;3;Rural;1970;2,49362E+16
2616;4;2;3;Suburb;2015;2,2714E+16
1940;5;2;1;Suburb;1970;1,72405E+16
2682;2;3;3;Suburb;1961;3,749E+15
2245;3;1;3;Rural;1989;1,85505E+16
1854;3;1;2;Suburb;1967;1,36118E+16
2038;2;2;3;Suburb;2014;1,30238E+16
1890;2;1;2;Rural;1974;1,75003E+16
2656;4;2;2;Rural;1969;3,84609E+16
1077;5;2;2;Suburb;1952;1,81941E+14
2345;3;1;3;Suburb;1992;2,51863E+15
1806;3;2;2;Suburb;2012;2,81878E+16
2264;2;3;3;Suburb;2007;3,39632E+16
2041;5;2;3;Urban;1998;2,10932E+16
1767;3;3;3;Urban;2020;1,22721E+16
1453;3;1;3;Suburb;1992;9,75993E+15
2466;4;1;1;Rural;1950;2,28085E+16
1927;4;1;1;Rural;1962;2,11832E+15
1276;4;1;2;Urban;1965;2,37302E+16
2447;3;1;1;Urban;2011;3,09815E+14
2499;3;2;3;Urban;1999;2,29819E+16
2050;4;1;1;Rural;2007;2,5745E+15
1513;4;1;3;Urban;2010;2,07753E+16
2888;5;1;1;Rural;1957;2,48524E+16
1463;3;3;1;Rural;1965;1,44939E+16
1806;3;2;3;Urban;2010;1,03681E+16
1823;2;1;2;Suburb;1965;2,20257E+16
1362;4;1;1;Suburb;1986;1,44238E+16
2406;4;2;1;Rural;2002;2,67238E+16
1750;4;3;3;Rural;2019;2,56554E+16
1524;3;1;1;Urban;2007;2,30079E+16
2405;5;3;1;Suburb;1974;3,2267E+15
2207;3;2;2;Urban;1950;2,91832E+15
2217;2;1;3;Suburb;1981;2,32355E+16
2485;2;2;3;Rural;1994;2,59571E+16
1055;5;1;3;Urban;1999;2,0884E+16
2253;4;1;3;Rural;1962;2,28467E+16
1488;2;1;2;Urban;1973;8,8946E+15
2051;3;1;1;Urban;1979;1,30115E+15
2855;2;2;2;Rural;1992;3,48461E+15
2606;2;1;1;Rural;2011;2,67373E+15
1721;5;3;1;Urban;2004;2,6338E+15
2983;5;1;1;Suburb;1970;2,64121E+16
2207;3;2;1;Urban;1993;2,29328E+15
2448;4;3;2;Rural;1972;2,87898E+16
2398;5;1;1;Rural;1963;3,61139E+15
2891;5;2;1;Urban;2005;2,86771E+16
1040;4;2;3;Rural;1982;1,84545E+16
2507;2;1;2;Urban;2008;2,56736E+16
2003;3;3;2;Urban;1952;2,06158E+16
1259;3;2;2;Rural;2018;2,00181E+16
1440;2;2;2;Urban;1957;2,39145E+16
1925;4;3;2;Rural;1999;2,28625E+15
1855;4;1;2;Urban;2020;9,51502E+15
1083;5;1;2;Suburb;2008;9,77038E+15
1045;4;1;1;Urban;1984;1,01892E+16
1439;3;1;3;Rural;1959;1,97909E+16
2694;3;3;3;Suburb;1967;2,19584E+15
2879;3;2;2;Rural;1955;3,11961E+16
2542;4;1;3;Suburb;2007;2,83279E+14
1985;2;2;3;Urban;2005;2,38361E+16
2868;3;2;2;Suburb;2004;3,63441E+16
2461;3;3;1;Rural;1988;2,03607E+16
1135;2;2;2;Urban;1980;1,14607E+16
2206;5;1;1;Suburb;1998;2,24699E+16
2732;4;2;1;Suburb;1987;2,83083E+16
2195;3;1;3;Urban;1995;2,18666E+16
1908;4;1;1;Rural;2003;2,18831E+15
1860;3;1;2;Urban;1982;2,57575E+16
1787;3;2;3;Urban;2000;1,53648E+16
1589;5;3;1;Rural;1956;1,50779E+15
2951;2;2;2;Suburb;2020;2,71998E+16
1955;2;3;3;Suburb;2009;2,7937E+16
1689;2;3;1;Urban;2009;1,70132E+16
1538;5;3;2;Rural;1964;1,68768E+16
2143;5;2;1;Suburb;1975;3,81618E+16
2304;2;3;2;Suburb;2007;2,2273E+16
2331;4;3;3;Urban;1968;2,11893E+16
1707;4;3;1;Urban;2002;1,10459E+16
2300;5;1;2;Suburb;1987;3,56123E+16
2553;4;3;3;Rural;2003;3,42619E+16
1294;2;1;1;Rural;1967;1,36252E+16
2806;3;3;2;Urban;1950;2,69995E+15
1052;4;2;3;Rural;2019;1,60848E+16
1805;2;1;2;Rural;1969;1,8179E+15
2455;2;3;3;Urban;1980;3,04361E+16
1051;2;2;3;Suburb;1967;5,30282E+13
1727;4;1;2;Suburb;1966;1,94805E+16
1071;3;2;1;Urban;1981;8,3752E+15
1027;4;3;2;Rural;2012;1,09464E+16
1468;2;3;2;Urban;2005;1,1324E+16
2935;2;3;3;Suburb;1991;3,39008E+15
1763;2;3;1;Urban;2018;1,40685E+14
1885;5;1;2;Urban;2012;2,9931E+15
1911;4;1;2;Suburb;2008;2,16753E+16
1546;3;1;1;Urban;2020;1,26997E+15
2424;4;3;1;Urban;1965;2,49413E+16
1200;2;3;3;Suburb;1956;1,38247E+16
2784;2;2;2;Rural;2006;4,08594E+16
2634;5;2;2;Urban;1969;3,50553E+15
1819;2;1;1;Rural;2007;5,73935E+16
2489;4;3;1;Rural;1957;2,65672E+16
2675;4;3;2;Rural;1998;2,48482E+16
2618;4;2;1;Rural;1996;1,99293E+16
1559;2;1;1;Urban;2008;2,76676E+15
2813;5;3;3;Suburb;1964;3,09691E+16
1378;4;2;3;Urban;1960;1,38337E+15
2783;3;1;2;Rural;1973;3,98642E+16
2918;3;1;3;Rural;2018;3,36246E+15
2200;3;1;3;Urban;1977;2,14379E+16
2075;4;2;2;Rural;1972;2,56061E+14
1078;5;3;3;Rural;1951;2,29587E+16
2408;2;2;2;Urban;1963;2,36101E+16
1833;5;3;2;Urban;1973;2,33086E+15
2599;2;3;3;Suburb;1957;3,47626E+15
2031;2;3;2;Rural;2002;1,83399E+16
2237;2;1;2;Rural;2008;2,96271E+16
1024;2;3;3;Urban;1950;1,53649E+16
1449;4;1;3;Urban;2017;2,55717E+16
1767;3;2;3;Rural;1972;1,01087E+16
1754;4;3;2;Urban;1969;1,53181E+16
2992;5;2;1;Urban;1966;2,85001E+14
2480;2;2;3;Urban;1988;2,32417E+16
2484;4;3;2;Rural;1978;2,90212E+16
1197;4;3;3;Rural;2000;2,68885E+16
2117;4;1;2;Suburb;2019;1,75526E+15
2742;2;3;2;Suburb;2008;2,61173E+16
2970;2;1;3;Suburb;1967;3,75364E+16
1436;2;1;3;Suburb;2012;1,6879E+16
2550;4;3;2;Rural;2009;3,77418E+15
1689;4;3;3;Urban;1996;1,88463E+16
2990;5;3;3;Rural;1950;3,19173E+15
2401;3;1;1;Rural;2018;3,12148E+14
1586;3;1;3;Rural;1953;1,47486E+16
1103;2;1;2;Suburb;1995;8,37058E+15
2829;3;1;2;Urban;1986;3,05241E+16
2703;2;1;2;Urban;2012;2,45143E+15
2985;2;3;1;Rural;1951;3,247E+16
1626;4;1;1;Suburb;1984;2,04725E+16
2062;3;3;3;Rural;1968;3,05443E+14
1457;5;1;1;Urban;1974;9,69284E+15
1363;2;1;3;Urban;1991;2,55441E+15
2808;2;3;3;Rural;1991;2,71314E+15
1134;5;2;3;Urban;2014;2,54026E+16
1373;3;2;2;Suburb;1956;1,37175E+16
2255;5;1;3;Urban;1984;2,44334E+16
1038;3;3;1;Rural;2015;1,79287E+16
2987;3;2;1;Urban;1989;2,38465E+15
2826;3;2;1;Rural;1958;2,52277E+16
1818;3;3;3;Rural;1952;1,30485E+15
1046;3;2;3;Suburb;2000;1,84808E+16
1035;3;1;1;Rural;1978;1,4651E+15
2855;2;1;3;Rural;1963;3,59621E+14
1094;4;1;1;Urban;2021;1,39639E+16
1984;2;2;1;Urban;1990;1,53931E+16
2384;2;3;2;Urban;2005;2,56699E+16
2548;5;3;1;Suburb;2013;2,75742E+15
2169;4;1;1;Suburb;1973;1,91175E+15
2940;4;1;3;Urban;1975;3,28171E+15
1367;4;1;2;Suburb;1960;1,71358E+16
1064;3;1;2;Urban;1954;1,3914E+16
2251;3;2;2;Suburb;1983;2,76695E+16
1753;3;1;2;Rural;2005;1,81222E+16
2543;2;2;3;Urban;1988;3,09139E+15
1815;4;1;2;Urban;1957;1,69729E+16
2876;4;3;3;Suburb;1994;3,57004E+15
2578;2;2;1;Suburb;1964;3,07655E+16
1755;3;3;2;Rural;1985;2,73203E+15
1180;5;3;1;Suburb;1974;1,91347E+15
2524;4;3;3;Urban;2013;3,08823E+15
1596;2;1;2;Rural;1990;2,3515E+16
2178;3;3;1;Urban;1986;2,38409E+16
1786;2;3;1;Suburb;1991;1,20631E+16
2558;5;3;1;Urban;2007;3,31911E+16
1626;5;2;1;Rural;2019;1,3319E+16
2841;3;1;3;Urban;1967;3,5129E+15
2458;2;3;3;Suburb;2003;1,74094E+14
2834;3;1;3;Urban;2020;3,58712E+16
2122;2;2;2;Urban;1989;3,30969E+16
1615;2;1;1;Rural;1967;1,87238E+15
2395;5;3;1;Suburb;1951;2,43682E+16
2586;2;1;2;Rural;1956;2,6993E+15
2385;2;1;3;Rural;1986;2,85446E+16
1111;5;1;3;Rural;1987;1,67084E+16
1452;4;1;3;Suburb;1959;1,15467E+16
1755;4;1;3;Urban;2014;2,81687E+15
2192;4;2;3;Suburb;2011;2,01403E+16
1583;4;3;2;Urban;1984;1,3876E+16
1138;2;1;2;Rural;2014;9,28163E+15
2871;4;1;2;Urban;1985;3,25893E+15
1230;4;3;3;Suburb;1990;1,64209E+16
2262;2;3;3;Suburb;1983;2,3311E+16
1983;4;3;3;Suburb;2020;2,58752E+16
1252;4;3;3;Urban;1972;1,42726E+15
2459;3;1;2;Urban;1967;2,57794E+16
2942;4;3;2;Suburb;2014;3,00236E+15
1560;3;2;3;Suburb;1960;1,89515E+16
2445;4;1;2;Urban;1969;2,31018E+15
2326;2;2;1;Rural;1981;2,34218E+15
1071;4;3;3;Suburb;2009;1,58568E+16
2286;5;2;1;Urban;2000;3,34057E+16
2857;2;1;3;Suburb;1976;1,85572E+15
1221;4;1;3;Rural;2017;1,47051E+16
2100;4;1;2;Rural;2013;2,36132E+16
1061;2;1;1;Rural;1972;6,77525E+15
2494;5;2;3;Urban;2012;2,41962E+16
2180;2;1;2;Rural;1954;1,71116E+16
1805;5;1;2;Suburb;2019;2,62135E+16
1124;2;1;3;Rural;1981;3,59363E+15
1740;2;3;2;Suburb;2008;1,3771E+16
2875;3;2;2;Suburb;2019;2,65807E+15
1160;3;3;3;Suburb;1991;1,03219E+16
1540;2;1;2;Suburb;2008;1,59204E+16
1625;3;3;1;Suburb;1958;1,53932E+16
2614;4;1;2;Rural;2013;2,7535E+16
2558;4;3;1;Urban;2014;2,22494E+16
1105;4;1;3;Rural;1970;4,76323E+15
2154;3;1;3;Rural;1971;2,39332E+16
2380;3;1;2;Urban;1959;3,11932E+16
2708;4;3;3;Rural;1992;3,00225E+15
1775;2;1;1;Urban;1956;1,83646E+15
2877;4;3;3;Suburb;1958;3,08961E+15
2908;3;1;1;Rural;2005;2,84956E+16
2820;5;2;1;Suburb;1973;3,76357E+15
1001;4;1;1;Suburb;2015;1,93028E+16
1232;4;2;3;Urban;1981;2,09975E+16
1368;3;1;2;Rural;1999;2,35501E+16
2274;3;1;2;Suburb;2019;2,76674E+15
1945;3;1;3;Suburb;1996;2,24324E+16
2856;3;1;3;Suburb;1975;2,89341E+16
2131;4;1;1;Urban;1954;2,45856E+16
2299;3;3;1;Urban;2002;2,59542E+16
1179;5;3;2;Suburb;1984;2,177E+16
2748;2;3;2;Rural;1982;3,22066E+15
1292;3;2;3;Urban;2017;2,29737E+16
1583;3;1;2;Suburb;2002;1,29909E+16
1794;4;1;3;Suburb;2007;3,05403E+16
1174;2;1;1;Urban;1956;1,20851E+16
1122;2;2;2;Suburb;1981;2,11134E+14
1226;2;2;2;Rural;1975;1,21505E+16
2925;3;2;2;Urban;1978;3,41386E+15
1443;4;2;3;Urban;1967;1,65168E+16
2836;4;3;3;Rural;1987;3,26929E+16
1427;3;2;1;Suburb;1977;1,82745E+15
2106;2;2;1;Urban;2014;2,16407E+16
1764;2;2;2;Rural;2017;1,45054E+16
2681;4;2;3;Rural;1965;3,24541E+16
1631;5;3;3;Suburb;1956;2,52877E+16
1064;3;1;3;Urban;2001;1,04889E+16
2304;5;2;3;Urban;1951;2,46677E+16
2818;5;3;3;Rural;1968;3,63687E+16
2414;2;3;3;Rural;1962;2,68657E+15
1427;5;3;3;Urban;2014;1,83438E+16
1617;3;1;2;Suburb;1984;2,8646E+15
1924;4;2;2;Suburb;1978;1,36474E+15
1811;3;1;1;Suburb;1989;1,59228E+16
1106;3;3;1;Rural;2010;1,63594E+15
2571;3;1;2;Rural;1993;2,54451E+16
1658;3;3;2;Suburb;1962;1,56803E+15
2285;5;3;1;Urban;2018;1,62693E+16
2944;2;2;2;Rural;1990;2,61696E+16
2182;4;3;3;Rural;2004;2,0569E+16
1264;2;1;1;Urban;2007;1,29424E+15
2491;5;1;2;Rural;1979;3,10295E+15
2225;2;3;2;Rural;1993;2,56537E+16
2956;2;2;1;Suburb;1996;3,77637E+14
1154;5;1;3;Suburb;1958;1,31977E+15
2036;2;2;1;Urban;2004;2,46951E+16
2320;4;2;1;Suburb;1951;2,49589E+16
1895;5;2;2;Rural;2021;1,66049E+16
2857;4;2;1;Suburb;2019;3,66972E+16
2521;2;3;1;Suburb;2020;2,23193E+16
2620;3;3;3;Rural;1954;3,30685E+16
1992;3;3;1;Rural;2015;2,21596E+16
2815;5;2;1;Rural;1985;3,40932E+15
1244;3;1;2;Suburb;1989;1,30848E+15
2323;3;1;3;Suburb;2004;2,73004E+15
2385;3;3;1;Suburb;1971;3,1385E+14
2377;5;1;2;Urban;1975;2,68776E+15
2851;4;3;3;Suburb;1973;3,55874E+15
2544;3;2;3;Urban;2002;2,74676E+15
1385;5;3;3;Rural;1977;2,83839E+15
1758;4;1;2;Rural;1960;1,80349E+16
2335;5;3;2;Urban;2011;2,57213E+16
1413;3;3;1;Rural;1981;1,9302E+16
2301;3;1;3;Rural;1981;2,69756E+15
2773;2;3;3;Urban;2000;2,75547E+15
1714;2;3;3;Urban;1998;1,95605E+16
1758;2;1;3;Suburb;1999;1,96319E+16
1746;4;3;3;Suburb;2008;2,77891E+15
1592;5;2;1;Urban;1962;1,44577E+15
2379;4;3;1;Urban;2008;2,9463E+15
2548;2;1;2;Urban;1991;3,22683E+15
1838;2;2;2;Urban;1968;1,84158E+16
1015;3;2;1;Urban;1992;2,01029E+14
1992;4;1;1;Suburb;2008;1,87273E+15
2068;3;1;2;Urban;1981;2,88825E+16
2344;3;3;3;Rural;1984;3,56132E+15
1650;5;2;2;Suburb;1956;2,92907E+16
2349;2;2;3;Rural;1971;2,43219E+16
1147;3;2;3;Suburb;1996;1,36817E+16
1354;3;1;1;Rural;1975;1,36019E+16
2259;2;3;3;Rural;2007;2,76977E+15
1702;2;1;3;Urban;2021;2,20043E+15
1612;5;2;3;Urban;1995;1,86938E+14
1104;5;3;1;Suburb;1954;2,04899E+15
2497;3;3;1;Suburb;1987;2,72328E+16
2785;3;1;3;Urban;1977;3,31249E+16
1395;3;2;2;Rural;1988;1,48652E+15
2469;4;2;1;Suburb;1953;2,70171E+15
1605;5;2;2;Suburb;2009;1,40248E+16
2243;3;3;3;Urban;2003;2,6056E+16
2833;2;2;3;Urban;1954;3,48682E+15
1850;5;1;1;Suburb;1956;3,23234E+15
2988;5;3;3;Rural;1997;2,73892E+15
1441;3;1;3;Suburb;1990;8,78391E+15
2668;4;3;2;Urban;1969;3,13796E+16
1872;3;1;1;Suburb;1993;1,7409E+16
1666;4;2;2;Suburb;1989;2,56302E+16
2051;4;3;2;Rural;2014;2,22678E+16
1793;2;1;1;Suburb;1960;1,73753E+16
1474;3;3;3;Rural;1950;1,63462E+16
1627;4;3;3;Urban;2003;2,31351E+16
2328;5;2;1;Urban;1999;2,56675E+16
2769;3;3;2;Suburb;2021;2,74515E+16
2428;4;1;1;Urban;2010;2,18613E+16
2536;5;3;3;Urban;2012;3,21824E+16
1501;2;1;2;Suburb;1984;1,98379E+16
1347;2;2;3;Suburb;1973;1,11973E+15
2263;3;3;2;Suburb;1952;2,0558E+16
2017;3;1;3;Urban;1989;2,35968E+16
1569;3;3;1;Rural;1959;2,11909E+14
2870;3;3;1;Urban;1984;2,96922E+16
1694;3;2;2;Urban;1999;1,34439E+14
2360;4;3;1;Rural;1990;2,53554E+16
1025;5;3;2;Rural;1985;1,10233E+16
2432;3;2;3;Rural;1994;2,79645E+16
2100;5;3;3;Rural;1991;1,71893E+16
2952;4;2;1;Urban;1963;3,45361E+15
1216;4;3;3;Rural;1973;1,25746E+16
2351;4;1;1;Urban;1998;2,70879E+15
1836;3;1;1;Urban;1958;2,51075E+16
1773;2;1;3;Suburb;1994;1,15784E+16
2046;2;2;3;Suburb;2020;2,76957E+15
2779;3;2;2;Rural;2013;3,03217E+15
1669;3;2;1;Urban;1991;1,84208E+16
1717;3;2;1;Suburb;1992;1,79495E+16
1309;4;2;2;Rural;1984;2,30371E+16
1598;2;2;1;Rural;2003;1,58238E+15
1266;2;3;1;Suburb;1997;1,43991E+15
2438;5;1;3;Urban;1999;2,47269E+16
1645;5;2;1;Suburb;2004;1,9693E+16
2290;2;3;2;Rural;1954;2,57315E+16
2356;2;3;2;Rural;1994;2,74545E+14
2022;4;2;3;Suburb;1960;2,46998E+16
2803;5;1;3;Suburb;1971;2,60373E+16
1449;3;2;3;Rural;1993;6,82047E+15
1564;4;1;2;Rural;1993;1,85094E+16
2634;5;1;2;Suburb;1998;3,81523E+15
2270;3;2;2;Rural;2004;2,33214E+16
2059;3;1;1;Rural;1966;1,81165E+16
2424;2;1;3;Suburb;2002;1,71153E+15
1027;2;1;3;Suburb;2014;4,81036E+16
1219;3;2;3;Rural;1964;1,63087E+16
1405;3;1;3;Rural;1965;7,09757E+15
2637;2;1;3;Urban;1962;3,22632E+15
2798;2;3;1;Urban;1984;2,22088E+16
1270;2;2;3;Urban;2011;2,13391E+16
2759;2;1;2;Suburb;1958;3,62918E+15
2674;5;2;3;Rural;2017;2,41697E+16
1791;2;2;2;Suburb;1983;1,13885E+16
2534;4;3;2;Urban;1998;3,16617E+15
1962;4;3;2;Urban;2003;2,63478E+16
2309;4;1;1;Suburb;1951;2,49868E+16
2477;2;1;2;Rural;2002;2,8233E+16
2785;3;1;1;Urban;1973;2,83854E+15
1833;3;2;3;Suburb;2010;1,37233E+15
1316;5;3;3;Rural;1984;1,89329E+15
2613;2;3;2;Rural;1973;3,10023E+16
2320;4;1;1;Urban;2014;2,26396E+16
1337;3;3;1;Rural;2014;1,00592E+16
2330;2;2;1;Rural;1977;2,44972E+16
2451;4;1;3;Urban;1953;2,18735E+16
1350;4;3;3;Suburb;1973;7,77095E+15
1510;4;1;2;Suburb;1964;1,80295E+16
1524;4;2;3;Urban;1973;1,82311E+16
2881;4;2;1;Rural;2001;3,51901E+16
1491;5;1;3;Urban;2014;1,93501E+16
2931;4;1;2;Rural;2008;4,33866E+16
2617;5;3;2;Urban;1980;3,33761E+16
1008;4;2;1;Urban;2020;1,39031E+16
2520;4;2;1;Suburb;1960;2,8991E+15
2748;4;1;3;Urban;1954;3,08346E+15
2583;4;3;3;Suburb;1979;2,36198E+16
1560;5;1;2;Urban;1997;1,79724E+16
2844;2;1;1;Suburb;2005;3,25092E+15
1439;3;1;3;Rural;1991;2,55526E+15
2575;5;2;1;Rural;1960;3,13375E+15
2898;5;1;3;Rural;1983;2,70375E+15
1791;5;1;1;Urban;1997;1,95245E+14
2761;2;3;3;Suburb;1981;3,49841E+15
